,index,patch_number,name,patch_data,file_path,syx_file,has_fixed_freqs,id,wav_path,inaudible
205,223,10,SaintWho ,"{
    'name': 'SaintWho ',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 1, 0],
    'feedback': 4,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [1, 1, 2, 1, 1, 1],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [0, 0, -2, 3, 1, 0],
    'transpose': -12,
    'ol': [92, 99, 97, 99, 98, 99],
    'eg_rate': [
		[53, 73, 48, 82, 57, 87],
		[60, 35, 50, 24, 43, 24],
		[45, 23, 46, 15, 40, 15],
		[52, 56, 57, 60, 57, 60]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[99, 99, 99, 99, 99, 99],
		[91, 95, 91, 93, 91, 99],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 0, 0, 0, 0],
    'has_fixed_freq': False,
}",DX7_YAMAHA/VRC Voice ROMs/vrc110b.syx,vrc110b.syx,False,223,DX7_YAMAHA/VRC Voice ROMs/vrc110b/10_SaintWho .wav,False
206,224,11,Anna Hit1,"{
    'name': 'Anna Hit1',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 0, 1, 0, 1],
    'coarse': [3, 1, 1, 0, 1, 0],
    'fine': [0, 0, 0, 8, 0, 10],
    'detune': [2, 0, -2, 0, -7, 0],
    'transpose': -12,
    'ol': [61, 68, 88, 99, 83, 99],
    'eg_rate': [
		[78, 81, 71, 87, 80, 85],
		[13, 13, 13, 39, 57, 39],
		[60, 60, 60, 15, 57, 15],
		[53, 53, 53, 54, 53, 54]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[80, 80, 80, 88, 99, 88],
		[80, 80, 80, 88, 94, 88],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 0, 0, 0, 0],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc110b.syx,vrc110b.syx,True,224,DX7_YAMAHA/VRC Voice ROMs/vrc110b/11_Anna Hit1.wav,False
207,225,12,Anna Hit2,"{
    'name': 'Anna Hit2',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 5,
    'fixed_freq': [0, 0, 0, 1, 0, 1],
    'coarse': [4, 1, 1, 0, 1, 0],
    'fine': [0, 0, 0, 8, 0, 0],
    'detune': [6, 6, 6, 0, -1, 0],
    'transpose': -12,
    'ol': [64, 77, 82, 99, 97, 99],
    'eg_rate': [
		[92, 85, 74, 71, 91, 71],
		[21, 35, 36, 41, 33, 41],
		[3, 4, 5, 54, 34, 54],
		[33, 33, 35, 61, 38, 61]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[87, 86, 90, 95, 83, 95],
		[87, 86, 90, 99, 83, 99],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 0, 0, 0, 0],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc110b.syx,vrc110b.syx,True,225,DX7_YAMAHA/VRC Voice ROMs/vrc110b/12_Anna Hit2.wav,False
208,226,13,SmoothSqr,"{
    'name': 'SmoothSqr',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [6, 2, 1, 0, 1, 0],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [3, 1, 4, 7, -2, -7],
    'transpose': 0,
    'ol': [64, 67, 75, 99, 81, 99],
    'eg_rate': [
		[57, 50, 46, 88, 47, 71],
		[9, 9, 9, 37, 9, 37],
		[40, 40, 40, 60, 40, 60],
		[34, 34, 34, 65, 34, 70]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[95, 95, 95, 94, 95, 94],
		[95, 95, 95, 94, 95, 94],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [6, 4, 1, 0, 5, 0],
    'has_fixed_freq': False,
}",DX7_YAMAHA/VRC Voice ROMs/vrc110b.syx,vrc110b.syx,False,226,DX7_YAMAHA/VRC Voice ROMs/vrc110b/13_SmoothSqr.wav,False
209,227,14,Sacuru   ,"{
    'name': 'Sacuru   ',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 1, 0, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [6, 2, 2, 8, 2, 1],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [2, -1, 0, 1, -1, 0],
    'transpose': -12,
    'ol': [67, 94, 99, 72, 91, 99],
    'eg_rate': [
		[27, 66, 28, 20, 66, 32],
		[82, 25, 29, 82, 25, 29],
		[27, 0, 17, 28, 0, 17],
		[29, 73, 47, 46, 84, 46]
    ],
    'eg_level': [
		[70, 99, 99, 63, 99, 99],
		[99, 92, 90, 99, 92, 90],
		[0, 0, 0, 0, 0, 0],
		[0, 99, 0, 0, 99, 0]
    ],
    'sensitivity': [0, 5, 3, 0, 3, 3],
    'has_fixed_freq': False,
}",DX7_YAMAHA/VRC Voice ROMs/vrc110b.syx,vrc110b.syx,False,227,DX7_YAMAHA/VRC Voice ROMs/vrc110b/14_Sacuru   .wav,False
210,229,16,Anna Xylo,"{
    'name': 'Anna Xylo',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 1, 0],
    'feedback': 6,
    'fixed_freq': [0, 1, 0, 0, 0, 1],
    'coarse': [1, 0, 13, 4, 1, 0],
    'fine': [1, 10, 10, 0, 0, 31],
    'detune': [-7, 0, -5, 2, 3, 0],
    'transpose': -12,
    'ol': [82, 99, 94, 99, 96, 99],
    'eg_rate': [
		[51, 80, 78, 80, 56, 80],
		[0, 23, 69, 32, 0, 23],
		[0, 26, 66, 39, 0, 26],
		[57, 42, 53, 63, 57, 42]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[93, 88, 89, 94, 93, 88],
		[92, 88, 0, 0, 92, 88],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [1, 1, 5, 4, 0, 0],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc110b.syx,vrc110b.syx,True,229,DX7_YAMAHA/VRC Voice ROMs/vrc110b/16_Anna Xylo.wav,False
211,230,17,AcSmack 2,"{
    'name': 'AcSmack 2',
    'modmatrix': [
		[0, 1, 1, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 0, 0, 0, 0],
    'feedback': 5,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [10, 3, 0, 0, 0, 0],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [7, 4, 7, 5, 4, 0],
    'transpose': 0,
    'ol': [97, 71, 79, 98, 92, 99],
    'eg_rate': [
		[85, 89, 85, 88, 47, 66],
		[68, 50, 35, 44, 58, 24],
		[23, 23, 10, 21, 14, 24],
		[61, 61, 61, 61, 53, 52]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[79, 88, 91, 91, 94, 93],
		[0, 0, 0, 0, 93, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [3, 3, 4, 1, 1, 3],
    'has_fixed_freq': False,
}",DX7_YAMAHA/VRC Voice ROMs/vrc110b.syx,vrc110b.syx,False,230,DX7_YAMAHA/VRC Voice ROMs/vrc110b/17_AcSmack 2.wav,False
212,231,18,AnnaNasty,"{
    'name': 'AnnaNasty',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 1, 0],
    'feedback': 4,
    'fixed_freq': [0, 1, 0, 1, 0, 1],
    'coarse': [2, 0, 0, 3, 2, 0],
    'fine': [1, 2, 53, 47, 0, 40],
    'detune': [-3, 0, -5, 0, -1, 0],
    'transpose': -24,
    'ol': [99, 99, 99, 91, 99, 99],
    'eg_rate': [
		[86, 80, 82, 93, 79, 80],
		[21, 23, 27, 43, 21, 37],
		[23, 26, 0, 41, 23, 26],
		[86, 42, 55, 73, 75, 42]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[93, 88, 99, 88, 93, 88],
		[70, 88, 99, 61, 70, 88],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 0, 0, 0, 0],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc110b.syx,vrc110b.syx,True,231,DX7_YAMAHA/VRC Voice ROMs/vrc110b/18_AnnaNasty.wav,False
213,232,19,SubHarmLd,"{
    'name': 'SubHarmLd',
    'modmatrix': [
		[0, 0, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 1, 0, 1, 0, 0],
    'feedback': 5,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [11, 0, 30, 4, 2, 0],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [0, 3, 0, 4, 0, -3],
    'transpose': -24,
    'ol': [90, 99, 99, 99, 99, 99],
    'eg_rate': [
		[95, 95, 91, 67, 79, 95],
		[72, 28, 17, 28, 37, 6],
		[71, 27, 19, 3, 16, 27],
		[99, 47, 70, 47, 99, 53]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[97, 90, 91, 90, 94, 90],
		[91, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [7, 7, 7, 5, 0, 0],
    'has_fixed_freq': False,
}",DX7_YAMAHA/VRC Voice ROMs/vrc110b.syx,vrc110b.syx,False,232,DX7_YAMAHA/VRC Voice ROMs/vrc110b/19_SubHarmLd.wav,False
214,233,20,Bel Lead ,"{
    'name': 'Bel Lead ',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 1, 1, 0],
    'feedback': 6,
    'fixed_freq': [0, 0, 1, 0, 0, 0],
    'coarse': [9, 3, 3, 1, 1, 3],
    'fine': [0, 0, 64, 0, 0, 0],
    'detune': [0, 0, 0, 0, 0, -3],
    'transpose': -12,
    'ol': [94, 99, 99, 99, 99, 99],
    'eg_rate': [
		[88, 66, 85, 88, 66, 88],
		[28, 47, 56, 82, 75, 60],
		[21, 10, 18, 18, 19, 24],
		[67, 67, 40, 67, 53, 48]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[87, 92, 46, 92, 86, 87],
		[0, 0, 0, 0, 53, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [5, 5, 1, 3, 5, 0],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc110b.syx,vrc110b.syx,True,233,DX7_YAMAHA/VRC Voice ROMs/vrc110b/20_Bel Lead .wav,False
215,234,21,LeadEcho1,"{
    'name': 'LeadEcho1',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 1, 0, 1, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [1, 1, 1, 1, 1, 1],
    'fine': [0, 1, 0, 0, 0, 0],
    'detune': [7, -7, 0, 0, 0, 3],
    'transpose': 0,
    'ol': [77, 99, 89, 99, 79, 99],
    'eg_rate': [
		[78, 30, 75, 79, 72, 77],
		[29, 82, 29, 20, 29, 20],
		[20, 20, 20, 20, 20, 20],
		[50, 50, 50, 50, 50, 50]
    ],
    'eg_level': [
		[99, 50, 99, 99, 99, 99],
		[95, 99, 95, 95, 95, 95],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [6, 0, 6, 2, 7, 2],
    'has_fixed_freq': False,
}",DX7_YAMAHA/VRC Voice ROMs/vrc110b.syx,vrc110b.syx,False,234,DX7_YAMAHA/VRC Voice ROMs/vrc110b/21_LeadEcho1.wav,False
216,235,22,HrmnicaLd,"{
    'name': 'HrmnicaLd',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [6, 5, 0, 1, 0, 1],
    'fine': [27, 0, 1, 0, 0, 0],
    'detune': [0, 7, 0, 0, 0, -7],
    'transpose': 12,
    'ol': [74, 70, 64, 99, 68, 99],
    'eg_rate': [
		[83, 65, 84, 85, 81, 96],
		[32, 86, 17, 56, 17, 56],
		[98, 98, 99, 28, 28, 28],
		[62, 62, 61, 64, 61, 64]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 92],
		[67, 0, 10, 99, 74, 87],
		[52, 98, 43, 99, 43, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [7, 0, 0, 0, 0, 0],
    'has_fixed_freq': False,
}",DX7_YAMAHA/VRC Voice ROMs/vrc110b.syx,vrc110b.syx,False,235,DX7_YAMAHA/VRC Voice ROMs/vrc110b/22_HrmnicaLd.wav,False
217,238,25,Dbl Reed ,"{
    'name': 'Dbl Reed ',
    'modmatrix': [
		[0, 0, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 1, 0, 1, 0, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 0, 0, 1, 0],
    'coarse': [5, 1, 2, 0, 3, 2],
    'fine': [0, 0, 0, 0, 21, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 0,
    'ol': [74, 71, 99, 80, 62, 99],
    'eg_rate': [
		[52, 60, 60, 61, 60, 62],
		[26, 27, 27, 27, 27, 45],
		[34, 3, 3, 3, 3, 35],
		[58, 44, 63, 63, 56, 62]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[98, 98, 98, 98, 98, 95],
		[97, 99, 99, 99, 99, 98],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [1, 0, 4, 0, 2, 4],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc110b.syx,vrc110b.syx,True,238,DX7_YAMAHA/VRC Voice ROMs/vrc110b/25_Dbl Reed .wav,False
218,239,26,TenrReed1,"{
    'name': 'TenrReed1',
    'modmatrix': [
		[0, 0, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 1, 0, 1, 0, 0],
    'feedback': 5,
    'fixed_freq': [0, 0, 0, 0, 1, 0],
    'coarse': [4, 1, 3, 1, 3, 1],
    'fine': [0, 0, 0, 0, 46, 0],
    'detune': [2, -4, -2, 0, 0, 0],
    'transpose': 0,
    'ol': [74, 81, 99, 99, 70, 99],
    'eg_rate': [
		[48, 60, 60, 61, 64, 67],
		[45, 47, 27, 27, 27, 25],
		[13, 39, 3, 3, 3, 17],
		[58, 44, 63, 63, 74, 62]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[94, 93, 98, 98, 98, 96],
		[95, 87, 99, 99, 99, 94],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [1, 0, 4, 0, 2, 4],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc110b.syx,vrc110b.syx,True,239,DX7_YAMAHA/VRC Voice ROMs/vrc110b/26_TenrReed1.wav,False
219,241,28,EchoEcho1,"{
    'name': 'EchoEcho1',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 1, 1, 1, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [4, 4, 2, 1, 2, 2],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [2, -5, 5, 0, 4, 0],
    'transpose': -12,
    'ol': [86, 84, 92, 99, 90, 99],
    'eg_rate': [
		[0, 1, 1, 12, 0, 79],
		[0, 87, 87, 87, 73, 21],
		[16, 29, 32, 33, 31, 28],
		[43, 43, 43, 43, 43, 43]
    ],
    'eg_level': [
		[25, 61, 48, 47, 60, 99],
		[99, 99, 99, 99, 99, 77],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 0, 0, 0, 0],
    'has_fixed_freq': False,
}",DX7_YAMAHA/VRC Voice ROMs/vrc110b.syx,vrc110b.syx,False,241,DX7_YAMAHA/VRC Voice ROMs/vrc110b/28_EchoEcho1.wav,False
220,242,29,EchoEcho2,"{
    'name': 'EchoEcho2',
    'modmatrix': [
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 1, 1, 1, 1, 1],
    'feedback': 7,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [4, 2, 2, 5, 1, 1],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [2, -3, 3, -2, 5, -5],
    'transpose': 0,
    'ol': [99, 99, 99, 99, 99, 99],
    'eg_rate': [
		[66, 11, 20, 66, 68, 68],
		[32, 87, 87, 27, 27, 27],
		[26, 32, 31, 24, 15, 15],
		[43, 43, 43, 43, 40, 40]
    ],
    'eg_level': [
		[99, 60, 60, 99, 99, 99],
		[68, 99, 99, 68, 85, 85],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [4, 0, 0, 4, 0, 0],
    'has_fixed_freq': False,
}",DX7_YAMAHA/VRC Voice ROMs/vrc110b.syx,vrc110b.syx,False,242,DX7_YAMAHA/VRC Voice ROMs/vrc110b/29_EchoEcho2.wav,False
221,244,31,(A) -{440,"{
    'name': '(A) -{440',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 0,
    'fixed_freq': [0, 0, 0, 0, 0, 1],
    'coarse': [1, 1, 1, 1, 1, 2],
    'fine': [0, 0, 0, 1, 0, 65],
    'detune': [0, 0, 0, 6, 0, 0],
    'transpose': 0,
    'ol': [0, 0, 0, 99, 0, 99],
    'eg_rate': [
		[99, 99, 99, 77, 99, 79],
		[99, 99, 99, 42, 99, 38],
		[99, 99, 99, 39, 99, 28],
		[99, 99, 99, 63, 99, 71]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[99, 99, 99, 99, 99, 99],
		[99, 99, 99, 99, 99, 99],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 0, 0, 0, 0],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc110b.syx,vrc110b.syx,True,244,DX7_YAMAHA/VRC Voice ROMs/vrc110b/31_(A) -{440.wav,False
222,245,0,DRUMS    ,"{
    'name': 'DRUMS    ',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 1, 0, 1, 0],
    'feedback': 7,
    'fixed_freq': [1, 1, 1, 0, 1, 1],
    'coarse': [2, 2, 2, 0, 3, 1],
    'fine': [44, 10, 69, 0, 1, 76],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': -24,
    'ol': [99, 99, 99, 99, 99, 99],
    'eg_rate': [
		[99, 99, 93, 90, 99, 90],
		[69, 57, 72, 42, 97, 86],
		[77, 20, 25, 54, 99, 55],
		[99, 61, 26, 52, 25, 48]
    ],
    'eg_level': [
		[77, 99, 95, 99, 99, 99],
		[71, 0, 53, 0, 99, 99],
		[99, 0, 0, 0, 10, 24],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 0, 4, 0, 0],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc104a.syx,vrc104a.syx,True,245,DX7_YAMAHA/VRC Voice ROMs/vrc104a/0_DRUMS    .wav,False
223,246,1,SNARE DR.,"{
    'name': 'SNARE DR.',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 1, 0, 0],
    'feedback': 7,
    'fixed_freq': [1, 1, 1, 1, 1, 1],
    'coarse': [3, 0, 2, 2, 1, 2],
    'fine': [73, 98, 41, 28, 53, 31],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 24,
    'ol': [99, 90, 93, 63, 99, 99],
    'eg_rate': [
		[99, 99, 89, 99, 99, 90],
		[7, 99, 61, 99, 78, 48],
		[99, 99, 99, 35, 20, 33],
		[20, 50, 61, 57, 20, 48]
    ],
    'eg_level': [
		[99, 0, 99, 99, 99, 99],
		[57, 71, 0, 90, 0, 0],
		[99, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 7, 7, 3, 3, 3],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc104a.syx,vrc104a.syx,True,246,DX7_YAMAHA/VRC Voice ROMs/vrc104a/1_SNARE DR..wav,False
224,249,4,TOM-TOM  ,"{
    'name': 'TOM-TOM  ',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 1, 0],
    'feedback': 3,
    'fixed_freq': [1, 0, 1, 0, 1, 0],
    'coarse': [2, 0, 2, 0, 2, 0],
    'fine': [69, 0, 69, 0, 78, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 0,
    'ol': [99, 99, 99, 99, 99, 99],
    'eg_rate': [
		[93, 90, 93, 90, 93, 90],
		[72, 42, 72, 42, 72, 42],
		[25, 54, 25, 54, 25, 54],
		[71, 45, 64, 45, 71, 45]
    ],
    'eg_level': [
		[96, 99, 96, 99, 96, 99],
		[39, 90, 39, 90, 39, 90],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 0, 0, 0, 0],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc104a.syx,vrc104a.syx,True,249,DX7_YAMAHA/VRC Voice ROMs/vrc104a/4_TOM-TOM  .wav,False
225,250,5,BASS DR. ,"{
    'name': 'BASS DR. ',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 1, 0],
    'feedback': 0,
    'fixed_freq': [1, 1, 1, 1, 1, 1],
    'coarse': [2, 1, 1, 1, 1, 1],
    'fine': [56, 76, 94, 75, 75, 75],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 0,
    'ol': [97, 94, 87, 99, 59, 99],
    'eg_rate': [
		[99, 93, 99, 88, 81, 98],
		[57, 76, 89, 57, 54, 50],
		[77, 89, 81, 56, 85, 57],
		[77, 89, 81, 56, 85, 57]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[99, 94, 90, 94, 90, 99],
		[99, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 0, 0, 0, 0],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc104a.syx,vrc104a.syx,True,250,DX7_YAMAHA/VRC Voice ROMs/vrc104a/5_BASS DR. .wav,False
